symbol,company_name,exchange_x,high,low,close,volume,change,total_traded,conId,secType,exchange,primaryExchange,currency,marketName,minTick,orderTypes,validExchanges,priceMagnifier,longName,industry,category,subcategory,tradingHours,timeZoneId,liquidHours,stockType,bondType,couponType,callable,putable,coupon,convertable,maturity,issueDate,nextOptionDate,nextOptionPartial,nextOptionType,marketRuleIds
MTC,Metalstech Limited,ASX,0.6,0.5,0.585,2793365.0,0.085,1634118.525,267757525,STK,SMART,ASX,AUD,MTC,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,METALSTECH LTD,Basic Materials,Mining,Diversified Minerals,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
MTM,Mareterram Limited,ASX,0.215,0.215,0.215,25000.0,0.005,5375.0,502207067,STK,SMART,ASX,AUD,MTM,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,MT MONGER RESOURCES LTD,Basic Materials,Mining,Precious Metals,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
MTR,Meditech Research Ltd,ASX,0.485,0.485,0.485,0.0,0.0,0.0,493710764,STK,SMART,ASX,AUD,MTR,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,METAL TIGER PLC-CDI,Basic Materials,Mining,Metal-Diversified,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,CDI,,,False,False,0.0,False,,,,False,,"614,614,614"
MTSKOB,Metcash Limited,ASX,1.225,1.225,1.225,0.0,0.0,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTSKOE,Metcash Limited,ASX,2.19,2.19,2.19,0.0,0.0,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTSKOR,Metcash Limited,ASX,1.475,1.475,1.475,0.0,0.0,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVA,Vaneck Vectors Australian?property,ASX,25.42,24.9,24.9,36284.0,-0.56,903471.6,136345065,STK,SMART,ASX,AUD,MVA,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,VANECK AUSTRALIAN PROPERTY E,,,,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,ETF,,,False,False,0.0,False,,,,False,,"614,614,614"
MVE,Vaneck Vectors S&p/asx Midcap,ASX,37.65,37.3,37.3,3486.0,-0.28,130027.8,136345062,STK,SMART,ASX,AUD,MVE,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,VANECK S&P/ASX MIDCAP ETF,,,,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,ETF,,,False,False,0.0,False,,,,False,,"614,614,614"
MVL,Microview Ltd,ASX,0.072,0.065,0.07,3320635.0,0.003,232444.45,442082376,STK,SMART,ASX,AUD,MVL,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,MARVEL GOLD LTD,Basic Materials,Mining,Gold Mining,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
MVP,Medical Developments International,ASX,5.28,5.03,5.23,308785.0,0.0,1614945.55,44202941,STK,SMART,ASX,AUD,MVP,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,MEDICAL DEVELOPMENTS INTERNA,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
MVS,Vaneck Vectors Small Cap Dividend?payers,ASX,22.74,22.5,22.5,7906.0,-0.18,177885.0,195664657,STK,SMART,ASX,AUD,MVS,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,VANECK SMALL COMPANIES MASTE,,,,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,ETF,,,False,False,0.0,False,,,,False,,"614,614,614"
MVW,Vaneck Vectors Australian Equal Weight,ASX,34.11,33.78,33.78,20546.0,-0.18,694043.88,145761005,STK,SMART,ASX,AUD,MVW,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,VANECK AUSTRALIAN EQUAL WEIG,,,,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,ETF,,,False,False,0.0,False,,,,False,,"614,614,614"
MX1,Micro-x Limited,ASX,0.325,0.305,0.325,679048.0,0.03,220690.6,216194272,STK,SMART,ASX,AUD,MX1,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,MICRO-X LTD,Industrial,Miscellaneous Manufactur,Advanced Materials/Prd,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
MXI,MaxiTRA Industries Ltd,ASX,3.93,3.88,3.93,24536.0,0.03,96426.48,14064455,STK,SMART,ASX,AUD,MXI,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,MAXIPARTS LTD,"Consumer, Cyclical",Auto Manufacturers,Auto-Truck Trailers,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
MXOOA,MXOOA,ASX,0.026,0.026,0.026,0.0,0.0,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MXROD,MXROD,ASX,0.034,0.034,0.034,0.0,0.0,0.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYD,Mydeal.com.au Limited,ASX,0.74,0.72,0.735,209084.0,-0.005,153676.74,451398415,STK,SMART,ASX,AUD,MYD,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,MYDEAL.COM.AU LTD,Communications,Internet,E-Commerce/Products,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
MYG,Mutiny Gold Ltd,ASX,0.46,0.46,0.46,0.0,0.0,0.0,456674947,STK,SMART,ASX,AUD,MYG,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,MAYFIELD GROUP HOLDINGS LTD,Industrial,Machinery-Constr&Mining,Machinery-Constr&Mining,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
MYR,Myer Holdings Limited,ASX,0.635,0.59,0.635,7024638.0,0.04,4460645.13,70000954,STK,SMART,ASX,AUD,MYR,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,MYER HOLDINGS LTD,"Consumer, Cyclical",Retail,Retail-Major Dept Store,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
MYX,MYX,ASX,0.3,0.285,0.295,1741990.0,0.01,513887.05,81014409,STK,SMART,ASX,AUD,MYX,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,MAYNE PHARMA GROUP LTD,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Generic Drugs,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
M2M,Mt Malcolm Mines Nl,ASX,0.185,0.175,0.175,293013.0,0.01,51277.275,513233232,STK,SMART,ASX,AUD,M2M,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,MT MALCOLM MINES NL,Basic Materials,Mining,Gold Mining,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
M3M,M3 Mining Limited,ASX,0.19,0.19,0.19,45425.0,-0.005,8630.75,505172579,STK,SMART,ASX,AUD,M3M,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,M3 MINING LIMITED,Basic Materials,Mining,Gold Mining,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
M8S,M8 Sustainable Limited,ASX,0.031,0.031,0.031,179247.0,-0.001,5556.657,395173123,STK,SMART,ASX,AUD,M8S,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,M8 SUSTAINABLE LTD,Industrial,Environmental Control,Non-hazardous Waste Disp,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
MAD,Maverick Drilling And,ASX,1.5,1.465,1.5,350773.0,0.0,526159.5,385678125,STK,SMART,ASX,AUD,MAD,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,MADER GROUP LTD,Basic Materials,Mining,Mining Services,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
MAF,Ma Financial Group Limited,ASX,7.51,7.23,7.3,52622.0,-0.22,384140.6,495479596,STK,SMART,ASX,AUD,MAF,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,MA FINANCIAL GROUP LTD,Financial,Diversified Finan Serv,Invest Mgmnt/Advis Serv,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
MAH,Macmahon Holdings Ltd,ASX,0.205,0.195,0.195,1401548.0,0.0,273301.86,14064381,STK,SMART,ASX,AUD,MAH,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,MACMAHON HOLDINGS LIMITED,Basic Materials,Mining,Mining Services,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
MAM,Aii S&p/asx 300 Metals & Mining,ASX,0.9,0.9,0.9,17914.0,0.02,16122.6,316257802,STK,SMART,ASX,AUD,MAM,0.001,"ACTIVETIM,AD,ADJUST,ALERT,ALGO,ALGOLTH,ALLOC,AVGCOST,BASKET,BENCHPX,CASHQTY,COND,CONDORDER,DAY,DEACT,DEACTDIS,DEACTEOD,GAT,GTC,GTD,GTT,HID,LIT,LMT,MIT,MKT,MTL,NGCOMB,NONALGO,OCA,PEGBENCH,REL,RELPCTOFS,SCALE,SCALERST,SNAPMID,SNAPMKT,SNAPREL,STP,STPLMT,TRAIL,TRAILLIT,TRAILLMT,TRAILMIT,WHATIF","SMART,ASX,ASXCEN",1.0,MICROEQUITIES ASSET MANAGEME,Financial,Diversified Finan Serv,Invest Mgmnt/Advis Serv,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,Australia/NSW,20210926:CLOSED;20210927:0959-20210927:1612;20210928:0959-20210928:1612;20210929:0959-20210929:1612;20210930:0959-20210930:1612;20211001:0959-20211001:1612,COMMON,,,False,False,0.0,False,,,,False,,"614,614,614"
